ee_#,flsa_category,pr_dept,craft_class_code,project_code,effective_date,reason
285580,Non-Exempt,4104,18-197-400,55105,5/14/2024,Transfer
306954,Exempt,4104,18-8-1004,55094,10/2/2023,Transfer
306954,Exempt,4104,18-8-1004,55094,1/9/2024,Transfer
306954,Non-Exempt,4104,18-8-1004,55094,1/17/2024,Transfer
284158,Exempt,4104,18-2-S268,55143,7/29/2024,Transfer
284158,Exempt,4104,18-2-S268,55143,9/9/2024,Transfer
284158,Non-Exempt,4104,18-2-S268,55143,7/6/2022,Transfer
284158,Non-Exempt,4104,18-2-S268,55143,11/8/2022,Transfer
284158,Non-Exempt,4104,18-2-S268,55143,3/6/2023,Transfer
284158,Non-Exempt,4104,18-2-S268,55143,3/13/2023,Transfer
284158,Non-Exempt,4104,18-2-S268,55143,11/7/2023,Transfer
284158,Non-Exempt,4104,18-2-S268,55143,11/27/2023,Transfer
322218,Non-Exempt,4104,18-40-1003,55113,10/2/2024,Transfer
322218,Non-Exempt,4104,18-40-1003,55113,11/18/2024,Transfer
309455,Non-Exempt,4104,18-41-1002,55086,8/14/2024,Transfer
275952,Exempt,4104,18-2-S268,55109,11/24/2024,Transfer
275952,Non-Exempt,4104,18-2-S268,55109,3/6/2023,Transfer
275952,Non-Exempt,4104,18-2-S268,55109,6/19/2023,Transfer
275952,Non-Exempt,4104,18-2-S268,55109,10/16/2023,Transfer
275952,Non-Exempt,4104,18-2-S268,55109,1/24/2024,Transfer
259607,Exempt,4104,18-2-S268,55086,10/3/2022,Transfer
259607,Exempt,4104,18-2-S268,55086,8/21/2024,Transfer
259607,Exempt,4104,18-2-S268,55086,9/9/2024,Transfer
286699,Exempt,4104,18-2-S225,55123,1/6/2025,Transfer
286699,Non-Exempt,4104,18-2-S225,55123,4/1/2024,Transfer
318323,Non-Exempt,4104,18-8-1004,55093,3/25/2024,Transfer
305606,Non-Exempt,4104,18-8-1004,55091,4/27/2023,Transfer
305606,Non-Exempt,4104,18-8-1004,55091,7/6/2023,Transfer
311598,Non-Exempt,4104,18-2-3080,55123,12/5/2023,Transfer
311598,Non-Exempt,4104,18-2-3080,55123,1/6/2025,Transfer
311598,Non-Exempt,4104,18-2-3080,55123,2/10/2025,Transfer
306705,Non-Exempt,4104,18-77-101,55143,4/23/2024,Transfer
306705,Non-Exempt,4104,18-77-101,55143,9/16/2024,Transfer
328550,Exempt,4104,18-2-S271,55091,1/7/2025,Transfer
318090,Non-Exempt,4104,18-40-1002,55100,3/26/2024,Transfer
318090,Non-Exempt,4104,18-40-1002,55100,4/9/2024,Transfer
318090,Non-Exempt,4104,18-40-1002,55100,8/27/2024,Transfer
318090,Non-Exempt,4104,18-40-1002,55100,10/21/2024,Transfer
318090,Non-Exempt,4104,18-40-1002,55100,10/21/2024,Transfer
305768,Non-Exempt,4104,18-41-1003,55100,7/24/2024,Transfer
322730,Non-Exempt,4104,18-47-500,55109,11/4/2024,Transfer
309268,Non-Exempt,4104,18-41-1002,55086,7/8/2024,Transfer
309268,Non-Exempt,4104,18-41-1002,55086,8/14/2024,Transfer
309591,Non-Exempt,4104,18-41-1002,55086,7/8/2024,Transfer
309591,Non-Exempt,4104,18-41-1002,55086,8/14/2024,Transfer
309270,Non-Exempt,4104,18-41-1002,55094,7/8/2024,Transfer
309270,Non-Exempt,4104,18-41-1002,55094,8/20/2024,Transfer
323521,Non-Exempt,4104,18-8-1005,55123,12/11/2024,Transfer
292948,Non-Exempt,4104,18-8-1005,55093,3/10/2022,Transfer
292948,Non-Exempt,4104,18-8-1005,55093,8/30/2022,Transfer
292948,Non-Exempt,4104,18-8-1005,55093,10/24/2022,Transfer
236134,Non-Exempt,4104,18-41-1001,55103,7/17/2023,Transfer
236134,Non-Exempt,4104,18-41-1001,55103,9/27/2023,Transfer
236134,Non-Exempt,4104,18-41-1001,55103,3/13/2024,Transfer
307637,Non-Exempt,4104,18-47-102,55143,10/28/2024,Transfer
319582,Exempt,4104,18-2-S269,55143,9/3/2024,Transfer
319582,Exempt,4104,18-2-S269,55143,10/7/2024,Transfer
319582,Exempt,4104,18-2-S269,55143,10/7/2024,Transfer
319582,Exempt,4104,18-2-S269,55143,1/6/2025,Transfer
319582,Exempt,4104,18-2-S269,55143,2/10/2025,Transfer
291163,Non-Exempt,4104,18-2-3030,55094,10/30/2023,Transfer
294300,Non-Exempt,4104,18-41-1001,55100,11/29/2022,Transfer
294300,Non-Exempt,4104,18-41-1001,55100,10/30/2023,Transfer
294300,Non-Exempt,4104,18-41-1001,55100,3/19/2024,Transfer
294300,Non-Exempt,4104,18-41-1001,55100,8/5/2024,Transfer
294639,Non-Exempt,4104,18-40-1002,55094,12/19/2023,Transfer
291162,Non-Exempt,4104,18-41-1003,55094,10/30/2023,Transfer
310725,Non-Exempt,4104,18-197-400,55105,7/31/2024,Transfer
294634,Non-Exempt,4104,18-40-1002,55094,12/19/2023,Transfer
291886,Non-Exempt,4104,18-30-1001,55071,2/21/2022,Transfer
294652,Non-Exempt,4104,18-8-1005,55087,7/25/2022,Transfer
312179,Non-Exempt,4104,18-40-1001,55094,7/8/2024,Transfer
312179,Non-Exempt,4104,18-40-1001,55094,8/20/2024,Transfer
328034,Non-Exempt,4104,18-41-1003,55100,10/4/2024,Transfer
318086,Non-Exempt,4104,18-40-1002,55100,5/14/2024,Transfer
318086,Non-Exempt,4104,18-40-1002,55100,7/23/2024,Transfer
275722,Non-Exempt,4104,18-2-3110,55123,7/29/2024,Transfer
291884,Non-Exempt,4104,18-2-3080,55079,1/5/2022,Transfer
291884,Non-Exempt,4104,18-2-3080,55079,1/5/2022,Transfer
291884,Non-Exempt,4104,18-2-3080,55079,5/2/2022,Transfer
308471,Non-Exempt,4104,18-708-500,55304,9/13/2023,Transfer
314861,Non-Exempt,4104,18-5-5160,55088,1/27/2025,Transfer
323816,Non-Exempt,4104,18-74-101,55113,8/12/2024,Transfer
323816,Non-Exempt,4104,18-74-101,55113,8/12/2024,Transfer
318540,Non-Exempt,4104,18-41-1003,55100,10/22/2024,Transfer
318138,Non-Exempt,4104,18-41-1002,55086,7/8/2024,Transfer
318138,Non-Exempt,4104,18-41-1002,55086,8/14/2024,Transfer
291720,Exempt,4104,18-4-S428,55105,10/2/2023,Transfer
284399,Non-Exempt,4104,18-74-702,55138,2/21/2022,Transfer
284399,Non-Exempt,4104,18-74-702,55138,4/4/2022,Transfer
284399,Non-Exempt,4104,18-74-702,55138,8/21/2023,Transfer
284399,Non-Exempt,4104,18-74-702,55138,1/29/2024,Transfer
284399,Non-Exempt,4104,18-74-702,55138,7/8/2024,Transfer
284399,Non-Exempt,4104,18-74-702,55138,1/21/2025,Transfer
295556,Non-Exempt,4104,18-8-1006,55093,9/12/2022,Transfer
321664,Non-Exempt,4104,18-47-400,55109,7/1/2024,Transfer
318084,Exempt,4104,18-2-S271,55117,3/18/2024,Transfer
300643,Exempt,4104,18-1-S189,55123,11/6/2023,Transfer
300643,Non-Exempt,4104,18-1-S189,55123,10/31/2022,Transfer
300643,Non-Exempt,4104,18-1-S189,55123,8/14/2023,Transfer
282079,Exempt,4104,18-2-S267,55085,10/25/2021,Transfer
282079,Exempt,4104,18-2-S267,55085,1/24/2022,Transfer
289080,Non-Exempt,4104,18-2-3060,55093,10/25/2021,Transfer
289080,Non-Exempt,4104,18-2-3060,55093,1/24/2022,Transfer
289080,Non-Exempt,4104,18-2-3060,55093,10/31/2022,Transfer
289080,Non-Exempt,4104,18-2-3060,55093,6/24/2024,Transfer
289080,Non-Exempt,4104,18-2-3060,55093,1/21/2025,Transfer
317376,Non-Exempt,4104,18-41-1002,55094,7/8/2024,Transfer
317376,Non-Exempt,4104,18-41-1002,55094,8/20/2024,Transfer
317854,Non-Exempt,4104,18-41-1002,55091,5/14/2024,Transfer
93612,Non-Exempt,4104,18-8-1004,55085,4/24/2023,Transfer
292682,Non-Exempt,4104,18-17-500,55113,1/30/2024,Transfer
292682,Non-Exempt,4104,18-17-500,55113,9/24/2024,Transfer
284515,Exempt,4104,18-1-S119,Unknown,4/26/2022,Transfer
284515,Exempt,4104,18-1-S119,Unknown,6/9/2022,Transfer
284515,Exempt,4104,18-1-S119,Unknown,5/22/2023,Transfer
284564,Non-Exempt,4104,18-77-601,55113,3/28/2022,Transfer
284564,Non-Exempt,4104,18-77-601,55113,9/12/2022,Transfer
284564,Non-Exempt,4104,18-77-601,55113,4/25/2024,Transfer
323563,Non-Exempt,4104,18-199-101,55117,7/29/2024,Transfer
323563,Non-Exempt,4104,18-199-101,55117,10/21/2024,Transfer
323491,Non-Exempt,4104,18-199-101,55117,10/28/2024,Transfer
323136,Non-Exempt,4104,18-41-1003,55123,2/5/2025,Transfer
307669,Non-Exempt,4104,18-40-1002,55310,6/19/2023,Transfer
307669,Non-Exempt,4104,18-40-1002,55310,8/7/2023,Transfer
323248,Non-Exempt,4104,18-41-1002,55100,8/27/2024,Transfer
323248,Non-Exempt,4104,18-41-1002,55100,10/21/2024,Transfer
318600,Non-Exempt,4104,18-47-403,55143,9/23/2024,Transfer
317581,Non-Exempt,4104,18-8-1006,55100,7/25/2024,Transfer
303087,Non-Exempt,4104,18-4-S208,55123,5/1/2023,Transfer
303087,Non-Exempt,4104,18-4-S208,55123,10/18/2023,Transfer
289908,Non-Exempt,4104,18-299-522,55117,4/12/2022,Transfer
289908,Non-Exempt,4104,18-299-522,55117,8/4/2022,Transfer
289908,Non-Exempt,4104,18-299-522,55117,10/28/2022,Transfer
289908,Non-Exempt,4104,18-299-522,55117,6/19/2023,Transfer
289908,Non-Exempt,4104,18-299-522,55117,10/31/2023,Transfer
291779,Non-Exempt,4104,18-41-1003,55089,6/28/2022,Transfer
291249,Exempt,4104,18-2-S234,55076,6/27/2022,Transfer
291249,Exempt,4104,18-2-S234,55076,11/28/2022,Transfer
324081,Non-Exempt,4104,18-30-1000,55311,9/9/2024,Transfer
316293,Non-Exempt,4104,18-77-102,55138,12/11/2024,Transfer
304468,Non-Exempt,4104,18-40-1002,55094,6/19/2023,Transfer
304468,Non-Exempt,4104,18-40-1002,55094,8/28/2023,Transfer
304468,Non-Exempt,4104,18-40-1002,55094,10/19/2023,Transfer
304468,Non-Exempt,4104,18-40-1002,55094,11/29/2023,Transfer
304468,Non-Exempt,4104,18-40-1002,55094,3/20/2024,Transfer
318813,Non-Exempt,4104,18-41-1003,55100,8/19/2024,Transfer
318813,Non-Exempt,4104,18-41-1003,55100,10/21/2024,Transfer
308962,Non-Exempt,4104,18-5-5020,55089,11/13/2023,Transfer
308962,Non-Exempt,4104,18-5-5020,55089,3/4/2024,Transfer
300371,Non-Exempt,4104,18-77-101,55109,9/14/2023,Transfer
300371,Non-Exempt,4104,18-77-101,55109,10/19/2023,Transfer
306189,Non-Exempt,4104,18-40-1002,55076,10/2/2023,Transfer
310165,Non-Exempt,4104,18-199-501,55117,9/4/2023,Transfer
310165,Non-Exempt,4104,18-199-501,55117,3/13/2024,Transfer
289750,Exempt,4104,18-4-S429,55087,8/1/2022,Transfer
289750,Exempt,4104,18-4-S429,55087,11/16/2022,Transfer
310161,Non-Exempt,4104,18-199-501,55117,9/4/2023,Transfer
310161,Non-Exempt,4104,18-199-501,55117,3/13/2024,Transfer
308589,Non-Exempt,4104,18-2-3220,55105,11/6/2023,Transfer
308417,Non-Exempt,4104,18-8-1006,55105,11/9/2023,Transfer
307061,Non-Exempt,4104,18-199-501,55117,9/4/2023,Transfer
307061,Non-Exempt,4104,18-199-501,55117,3/13/2024,Transfer
307061,Non-Exempt,4104,18-199-501,55117,4/23/2024,Transfer
309444,Non-Exempt,4104,18-40-1002,55303,9/4/2023,Transfer
296255,Exempt,4104,18-2-S264,55097,2/7/2023,Transfer
296255,Exempt,4104,18-2-S264,55097,6/6/2023,Transfer
296255,Exempt,4104,18-2-S264,55097,7/12/2023,Transfer
291991,Exempt,4104,18-1-S193,55138,6/13/2022,Transfer
291991,Exempt,4104,18-1-S193,55138,1/11/2023,Transfer
291991,Exempt,4104,18-1-S193,55138,3/6/2023,Transfer
291991,Exempt,4104,18-1-S193,55138,11/6/2023,Transfer
291991,Exempt,4104,18-1-S193,55138,11/13/2023,Transfer
291991,Exempt,4104,18-1-S193,55138,7/8/2024,Transfer
291991,Exempt,4104,18-1-S193,55138,1/13/2025,Transfer
321115,Non-Exempt,4104,18-47-101,55138,12/2/2024,Transfer
295316,Exempt,4104,18-4-S429,55138,1/11/2023,Transfer
295316,Exempt,4104,18-4-S429,55138,3/6/2023,Transfer
295316,Exempt,4104,18-4-S429,55138,11/6/2023,Transfer
295316,Exempt,4104,18-4-S429,55138,7/8/2024,Transfer
295316,Exempt,4104,18-4-S429,55138,1/13/2025,Transfer
295316,Non-Exempt,4104,18-4-S429,55138,7/1/2022,Transfer
290782,Non-Exempt,4104,18-6-A344,Unknown,7/2/2022,Transfer
286860,Exempt,4104,18-2-S231,55126,11/28/2022,Transfer
286860,Exempt,4104,18-2-S231,55126,10/7/2024,Transfer
286860,Exempt,4104,18-2-S231,55126,2/12/2025,Transfer
322236,Non-Exempt,4104,18-40-1003,55100,8/1/2024,Transfer
279855,Non-Exempt,4104,18-74-601,55113,11/6/2023,Transfer
279855,Non-Exempt,4104,18-74-601,55113,1/29/2024,Transfer
279855,Non-Exempt,4104,18-74-601,55113,6/14/2024,Transfer
296112,Exempt,4104,18-2-S262,55091,1/7/2025,Transfer
296112,Non-Exempt,4104,18-2-S262,55091,7/11/2022,Transfer
296112,Non-Exempt,4104,18-2-S262,55091,4/18/2023,Transfer
296112,Non-Exempt,4104,18-2-S262,55091,3/27/2024,Transfer
318160,Non-Exempt,4104,18-40-1002,55100,3/20/2024,Transfer
318160,Non-Exempt,4104,18-40-1002,55100,8/2/2024,Transfer
310296,Non-Exempt,4104,18-47-402,55126,9/12/2023,Transfer
310296,Non-Exempt,4104,18-47-402,55126,10/19/2023,Transfer
310296,Non-Exempt,4104,18-47-402,55126,11/13/2024,Transfer
282407,Non-Exempt,4104,18-8-1006,55076,3/7/2023,Transfer
302495,Non-Exempt,4104,18-73-1002,55723,2/27/2023,Transfer
275036,Non-Exempt,4104,18-8-1004,55093,8/1/2022,Transfer
275036,Non-Exempt,4104,18-8-1004,55093,11/8/2022,Transfer
296275,Non-Exempt,4104,18-77-703,55138,8/22/2022,Transfer
296275,Non-Exempt,4104,18-77-703,55138,2/13/2023,Transfer
296275,Non-Exempt,4104,18-77-703,55138,2/21/2023,Transfer
296275,Non-Exempt,4104,18-77-703,55138,3/20/2023,Transfer
296275,Non-Exempt,4104,18-77-703,55138,5/2/2023,Transfer
296275,Non-Exempt,4104,18-77-703,55138,10/19/2023,Transfer
296275,Non-Exempt,4104,18-77-703,55138,1/17/2024,Transfer
296275,Non-Exempt,4104,18-77-703,55138,7/11/2024,Transfer
296275,Non-Exempt,4104,18-77-703,55138,12/2/2024,Transfer
304173,Non-Exempt,4104,18-64-1003,55109,7/12/2023,Transfer
304173,Non-Exempt,4104,18-64-1003,55109,10/17/2023,Transfer
304173,Non-Exempt,4104,18-64-1003,55109,11/20/2024,Transfer
312849,Non-Exempt,4104,18-74-101,55113,10/19/2023,Transfer
312849,Non-Exempt,4104,18-74-101,55113,1/16/2024,Transfer
312849,Non-Exempt,4104,18-74-101,55113,7/15/2024,Transfer
312849,Non-Exempt,4104,18-74-101,55113,8/12/2024,Transfer
312849,Non-Exempt,4104,18-74-101,55113,8/12/2024,Transfer
309951,Non-Exempt,4104,18-40-1002,55094,10/30/2023,Transfer
328322,Non-Exempt,4104,18-40-1002,55093,1/27/2025,Transfer
284413,Non-Exempt,4104,18-5-5040,55076,5/10/2022,Transfer
284413,Non-Exempt,4104,18-5-5040,55076,11/7/2022,Transfer
293504,Non-Exempt,4104,18-40-1002,55079,4/12/2022,Transfer
293501,Non-Exempt,4104,18-40-1001,55076,4/12/2022,Transfer
293501,Non-Exempt,4104,18-40-1001,55076,6/20/2022,Transfer
293501,Non-Exempt,4104,18-40-1001,55076,8/22/2022,Transfer
293501,Non-Exempt,4104,18-40-1001,55076,9/27/2022,Transfer
321661,Non-Exempt,4104,18-8-1005,55091,7/15/2024,Transfer
283576,Non-Exempt,4104,18-4-A426,55094,8/29/2022,Transfer
283576,Non-Exempt,4104,18-4-A426,55094,9/27/2022,Transfer
283576,Non-Exempt,4104,18-4-A426,55094,5/22/2023,Transfer
310788,Non-Exempt,4104,18-41-1001,55100,8/5/2024,Transfer
248465,Non-Exempt,4104,18-2-3060,55101,10/31/2023,Transfer
248465,Non-Exempt,4104,18-2-3060,55101,4/8/2024,Transfer
282238,Non-Exempt,4104,18-71-1003,55071,2/28/2022,Transfer
316715,Non-Exempt,4104,18-6-A621,55107,4/29/2024,Transfer
302444,Non-Exempt,4104,18-8-1004,55093,6/13/2023,Transfer
303569,Non-Exempt,4104,18-8-1004,55103,4/17/2023,Transfer
303569,Non-Exempt,4104,18-8-1004,55103,7/12/2023,Transfer
303569,Non-Exempt,4104,18-8-1004,55103,8/14/2023,Transfer
303569,Non-Exempt,4104,18-8-1004,55103,9/25/2023,Transfer
303569,Non-Exempt,4104,18-8-1004,55103,7/9/2024,Transfer
302460,Non-Exempt,4104,18-8-1006,55093,6/13/2023,Transfer
296050,Non-Exempt,4104,18-41-1001,55089,6/27/2022,Transfer
310442,Non-Exempt,4104,18-752-100,55302,7/31/2023,Transfer
310442,Non-Exempt,4104,18-752-100,55302,8/7/2023,Transfer
320676,Non-Exempt,4104,18-41-1002,55086,11/12/2024,Transfer
328110,Non-Exempt,4104,18-47-400,55113,10/30/2024,Transfer
283469,Non-Exempt,4104,18-2-3220,55085,1/17/2022,Transfer
283469,Non-Exempt,4104,18-2-3220,55085,8/9/2022,Transfer
283469,Non-Exempt,4104,18-2-3220,55085,4/3/2023,Transfer
318300,Non-Exempt,4104,18-197-400,55105,6/5/2024,Transfer
318300,Non-Exempt,4104,18-197-400,55105,7/17/2024,Transfer
310422,Non-Exempt,4104,18-752-100,55302,7/31/2023,Transfer
310422,Non-Exempt,4104,18-752-100,55302,8/7/2023,Transfer
281548,Non-Exempt,4104,18-8-1005,55093,10/31/2022,Transfer
302654,Non-Exempt,4104,18-40-1001,55089,3/29/2023,Transfer
302654,Non-Exempt,4104,18-40-1001,55089,11/7/2023,Transfer
319850,Non-Exempt,4104,18-47-101,55138,1/22/2025,Transfer
311651,Non-Exempt,4104,18-40-1002,55303,10/2/2023,Transfer
323958,Non-Exempt,4104,18-30-1000,55101,9/30/2024,Transfer
319938,Non-Exempt,4104,18-47-500,55109,10/30/2024,Transfer
294901,Non-Exempt,4104,18-47-400,55109,6/20/2022,Transfer
294901,Non-Exempt,4104,18-47-400,55109,8/22/2022,Transfer
294901,Non-Exempt,4104,18-47-400,55109,9/27/2022,Transfer
300214,Non-Exempt,4104,18-40-1003,55086,12/18/2022,Transfer
300214,Non-Exempt,4104,18-40-1003,55086,10/9/2023,Transfer
302447,Non-Exempt,4104,18-47-400,55109,10/11/2023,Transfer
302447,Non-Exempt,4104,18-47-400,55109,7/11/2024,Transfer
286574,Non-Exempt,4104,18-41-1002,55100,2/23/2023,Transfer
286574,Non-Exempt,4104,18-41-1002,55100,6/13/2023,Transfer
286574,Non-Exempt,4104,18-41-1002,55100,7/25/2024,Transfer
322885,Non-Exempt,4104,18-8-1006,55311,9/23/2024,Transfer
290026,Non-Exempt,4104,18-47-400,55113,3/27/2024,Transfer
290026,Non-Exempt,4104,18-47-400,55113,2/10/2025,Transfer
289395,Exempt,4104,18-2-S267,55075,1/5/2022,Transfer
302756,Non-Exempt,4104,18-2-3110,55105,6/12/2023,Transfer
302756,Non-Exempt,4104,18-2-3110,55105,9/18/2023,Transfer
302756,Non-Exempt,4104,18-2-3110,55105,11/14/2023,Transfer
302173,Non-Exempt,4104,18-77-701,55138,3/2/2023,Transfer
302173,Non-Exempt,4104,18-77-701,55138,10/23/2024,Transfer
302173,Non-Exempt,4104,18-77-701,55138,10/23/2024,Transfer
322500,Non-Exempt,4104,18-8-1004,55126,2/13/2025,Transfer
291454,Non-Exempt,4104,18-77-400,55138,4/4/2022,Transfer
291454,Non-Exempt,4104,18-77-400,55138,7/25/2022,Transfer
291454,Non-Exempt,4104,18-77-400,55138,6/21/2023,Transfer
291454,Non-Exempt,4104,18-77-400,55138,11/7/2023,Transfer
291454,Non-Exempt,4104,18-77-400,55138,12/5/2023,Transfer
291454,Non-Exempt,4104,18-77-400,55138,3/4/2024,Transfer
291454,Non-Exempt,4104,18-77-400,55138,10/14/2024,Transfer
291454,Non-Exempt,4104,18-77-400,55138,12/9/2024,Transfer
323525,Non-Exempt,4104,18-47-101,55113,8/14/2024,Transfer
323525,Non-Exempt,4104,18-47-101,55113,11/4/2024,Transfer
310383,Non-Exempt,4104,18-41-1003,55094,9/14/2023,Transfer
310383,Non-Exempt,4104,18-41-1003,55094,10/19/2023,Transfer
310383,Non-Exempt,4104,18-41-1003,55094,9/4/2024,Transfer
310383,Non-Exempt,4104,18-41-1003,55094,10/9/2024,Transfer
220815,Non-Exempt,4104,18-2-3040,55086,11/2/2023,Transfer
220815,Non-Exempt,4104,18-2-3040,55086,4/22/2024,Transfer
305740,Non-Exempt,4104,18-5-5100,55113,6/13/2023,Transfer
305740,Non-Exempt,4104,18-5-5100,55113,10/2/2023,Transfer
305740,Non-Exempt,4104,18-5-5100,55113,11/11/2024,Transfer
305740,Non-Exempt,4104,18-5-5100,55113,2/5/2025,Transfer
312857,Non-Exempt,4104,18-197-400,55105,6/5/2024,Transfer
312857,Non-Exempt,4104,18-197-400,55105,7/17/2024,Transfer
320639,Non-Exempt,4104,18-197-400,55105,6/5/2024,Transfer
320639,Non-Exempt,4104,18-197-400,55105,7/17/2024,Transfer
307981,Non-Exempt,4104,18-197-400,55105,6/19/2023,Transfer
307981,Non-Exempt,4104,18-197-400,55105,8/7/2023,Transfer
307981,Non-Exempt,4104,18-197-400,55105,6/5/2024,Transfer
307981,Non-Exempt,4104,18-197-400,55105,7/17/2024,Transfer
319160,Non-Exempt,4104,18-77-702,55138,1/6/2025,Transfer
320638,Non-Exempt,4104,18-197-400,55105,6/5/2024,Transfer
320638,Non-Exempt,4104,18-197-400,55105,7/17/2024,Transfer
323050,Non-Exempt,4104,18-77-702,55143,10/7/2024,Transfer
323050,Non-Exempt,4104,18-77-702,55143,10/21/2024,Transfer
323050,Non-Exempt,4104,18-77-702,55143,2/10/2025,Transfer
302367,Non-Exempt,4104,18-64-1002,55093,5/2/2023,Transfer
302367,Non-Exempt,4104,18-64-1002,55093,8/14/2023,Transfer
302367,Non-Exempt,4104,18-64-1002,55093,9/4/2023,Transfer
204735,Non-Exempt,4104,18-64-1002,55120,11/25/2024,Transfer
313572,Non-Exempt,4104,18-30-1002,55094,11/7/2023,Transfer
313572,Non-Exempt,4104,18-30-1002,55094,1/29/2024,Transfer
200548,Exempt,4104,18-1-S194,55126,1/23/2023,Transfer
200548,Exempt,4104,18-1-S194,55126,5/29/2023,Transfer
200548,Exempt,4104,18-1-S194,55126,10/9/2023,Transfer
200548,Exempt,4104,18-1-S194,55126,1/20/2025,Transfer
200548,Non-Exempt,4104,18-1-S194,55126,6/27/2022,Transfer
286670,Exempt,4104,18-4-S429,55143,10/9/2023,Transfer
286670,Exempt,4104,18-4-S429,55143,10/22/2024,Transfer
292487,Non-Exempt,4104,18-77-400,55143,10/28/2024,Transfer
312903,Non-Exempt,4104,18-40-1002,55094,3/20/2024,Transfer
305570,Non-Exempt,4104,18-40-1003,55087,3/27/2023,Transfer
291851,Exempt,4104,18-4-S429,55087,9/5/2022,Transfer
289912,Non-Exempt,4104,18-8-1006,55076,10/13/2021,Transferred in
289912,Non-Exempt,4104,18-8-1006,55076,8/8/2022,Transfer
289912,Non-Exempt,4104,18-8-1006,55076,11/8/2022,Transfer
289912,Non-Exempt,4104,18-8-1006,55076,12/8/2022,Transfer
289912,Non-Exempt,4104,18-8-1006,55076,1/24/2023,Transfer
307603,Non-Exempt,4104,18-40-1002,55094,6/12/2023,Transfer
307603,Non-Exempt,4104,18-40-1002,55094,9/14/2023,Transfer
307603,Non-Exempt,4104,18-40-1002,55094,3/20/2024,Transfer
293768,Exempt,4104,18-2-S234,55117,4/25/2022,Transfer
293768,Exempt,4104,18-2-S234,55117,7/3/2023,Transfer
293768,Exempt,4104,18-2-S234,55117,9/4/2023,Transfer
293768,Exempt,4104,18-2-S234,55117,10/9/2023,Transfer
293768,Exempt,4104,18-2-S234,55117,1/8/2024,Transfer
293768,Exempt,4104,18-2-S234,55117,3/11/2024,Transfer
324227,Non-Exempt,4104,18-41-1003,55091,9/5/2024,Transfer
324227,Non-Exempt,4104,18-41-1003,55091,1/6/2025,Transfer
306176,Non-Exempt,4104,18-40-1001,55093,4/27/2023,Transfer
280012,Exempt,4104,18-4-S406,55137,5/3/2022,Transfer
280012,Exempt,4104,18-4-S406,55137,3/13/2023,Transfer
280012,Exempt,4104,18-4-S406,55137,11/18/2024,Transfer
307035,Non-Exempt,4104,18-77-401,55113,9/4/2023,Transfer
307035,Non-Exempt,4104,18-77-401,55113,3/14/2024,Transfer
307035,Non-Exempt,4104,18-77-401,55113,11/20/2024,Transfer
276678,Non-Exempt,4104,18-5-5010,55074,10/25/2021,Transfer
276678,Non-Exempt,4104,18-5-5010,55074,3/28/2022,Transfer
328586,Non-Exempt,4104,18-5-5050,55156,1/2/2025,Transfer
328586,Non-Exempt,4104,18-5-5050,55156,2/10/2025,Transfer
311603,Non-Exempt,4104,18-8-1004,55094,5/7/2024,Transfer
295947,Exempt,4104,18-4-S444,55090,10/17/2022,Transfer
316845,Non-Exempt,4104,18-708-103,55301,3/19/2024,Transfer
321116,Non-Exempt,4104,18-47-101,55138,12/2/2024,Transfer
325154,Non-Exempt,4104,18-47-101,55138,12/2/2024,Transfer
221042,Non-Exempt,4104,18-77-701,55138,10/9/2023,Transfer
221042,Non-Exempt,4104,18-77-701,55138,12/25/2023,Transfer
320075,Non-Exempt,4104,18-8-1004,55122,8/5/2024,Transfer
320075,Non-Exempt,4104,18-8-1004,55122,9/12/2024,Transfer
290407,Non-Exempt,4104,18-75-1002,55123,2/24/2022,Transfer
302338,Non-Exempt,4104,18-41-1003,55085,3/1/2023,Transfer
302338,Non-Exempt,4104,18-41-1003,55085,3/28/2023,Transfer
311152,Non-Exempt,4104,18-47-102,55143,8/28/2023,Transfer
311152,Non-Exempt,4104,18-47-102,55143,10/19/2023,Transfer
311152,Non-Exempt,4104,18-47-102,55143,3/28/2024,Transfer
311152,Non-Exempt,4104,18-47-102,55143,10/28/2024,Transfer
293662,Non-Exempt,4104,18-8-1005,55123,5/5/2022,Transfer
293662,Non-Exempt,4104,18-8-1005,55123,9/14/2022,Transfer
293662,Non-Exempt,4104,18-8-1005,55123,12/1/2022,Transfer
293662,Non-Exempt,4104,18-8-1005,55123,3/20/2023,Transfer
293662,Non-Exempt,4104,18-8-1005,55123,3/12/2024,Transfer
293662,Non-Exempt,4104,18-8-1005,55123,7/29/2024,Transfer
301689,Non-Exempt,4104,18-8-1004,55123,10/31/2022,Transfer
311150,Non-Exempt,4104,18-41-1003,55094,8/28/2023,Transfer
311150,Non-Exempt,4104,18-41-1003,55094,10/19/2023,Transfer
294276,Non-Exempt,4104,18-795-600,55123,10/31/2022,Transfer
294276,Non-Exempt,4104,18-795-600,55123,10/16/2023,Transfer
294276,Non-Exempt,4104,18-795-600,55123,12/22/2023,Transfer
294276,Non-Exempt,4104,18-795-600,55123,8/13/2024,Transfer
294276,Non-Exempt,4104,18-795-600,55123,9/3/2024,Transfer
276376,Non-Exempt,4104,18-74-601,55113,5/2/2022,Transfer
276376,Non-Exempt,4104,18-74-601,55113,10/4/2022,Transfer
276376,Non-Exempt,4104,18-74-601,55113,8/7/2023,Transfer
